   0.0000000000000000e+00	   0.0000000000000000e+00	   8.4753199999999995e-01	   0.0000000000000000e+00	   9.9867799999999995e-01	   1.4104000000000000e-02	  -6.9800000000000005e-04	  -4.9423000000000002e-02	   1.8067872943982982e-01	  -2.7614465323563188e-02	   1.5967434808491013e-01	   3.9153199999999999e-01	  -3.0319766593771008e-01	   1.8451121299289130e-01	  -9.9100872811932417e-02	   7.6447693254416929e-02	  -5.1277384132268400e-01	   2.4911600000000000e-01	  -1.9538625700942291e-02	   2.0552314107179913e-02	  -9.5070007732521472e-02	   9.8417547915729993e-03	   1.8523788964475121e-02	  -3.2398383668548392e-01	  -1.5146104445332670e-01	   1.5707963267948966e+00	  -1.5707963267948966e+00	  -5.8134799999999998e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   1.7440749111907322e-01	  -2.6399782843373804e-01	  -1.5707963267948966e+00	   1.5707963267948966e+00	   1.7057100000000000e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   3.3332000000000001e-02	   4.1540000000000001e-02	   8.4658500000000003e-01	   4.7219999999999996e-03	   9.9860700000000002e-01	  -3.7870000000000000e-03	   7.4560000000000000e-03	  -5.2087000000000001e-02	   1.7511119669990000e-01	   3.0893480810915554e-02	   1.1751482536003643e-01	   5.3079100000000001e-01	  -2.7040326783563046e-01	   1.7471115841734491e-01	  -6.3507368516690671e-02	   9.3269912122425108e-02	  -4.9980673101023620e-01	   2.9777100000000001e-01	   8.7151700539052808e-03	   2.5393666762648134e-02	  -9.4845832375643896e-02	  -2.9585141164054189e-03	   4.6446646671150116e-02	  -3.2340491602963817e-01	  -1.2787907548447311e-01	   1.5707963267948966e+00	  -1.5707963267948966e+00	  -5.6725899999999996e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   1.6153292916268938e-01	  -2.6892831520553712e-01	  -1.5707963267948966e+00	   1.5707963267948966e+00	   1.8150500000000000e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   6.6664000000000001e-02	   8.1725000000000006e-02	   8.4825300000000003e-01	   1.0501000000000000e-02	   9.9838199999999999e-01	  -2.5318000000000000e-02	   3.2439999999999999e-03	  -5.0818000000000002e-02	   1.7997505929669144e-01	   9.6779072451078446e-02	   4.9210285026248898e-02	   7.1221800000000002e-01	  -1.6600479503133159e-01	   1.2755440734103327e-01	  -5.6709504890215513e-02	   1.4231346304549841e-01	  -4.8563053339870949e-01	   3.7271799999999999e-01	  -3.3155600994003422e-02	  -4.2069676884432340e-02	  -8.7230790120780860e-02	  -4.4477208832009434e-03	   8.2872468151402312e-02	  -2.8417407352303881e-01	  -1.1405213235634019e-01	   1.5707963267948966e+00	  -1.5707963267948966e+00	  -5.3700700000000001e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   1.8823588813325426e-01	  -2.5217794647489822e-01	  -1.5707963267948966e+00	   1.5707963267948966e+00	   1.7561099999999999e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   9.9996000000000002e-02	   1.1696300000000000e-01	   8.5065100000000005e-01	   1.3586000000000001e-02	   9.9812500000000004e-01	  -3.5345000000000001e-02	   1.5130000000000000e-03	  -4.9939999999999998e-02	   1.5185612575378674e-01	   1.2672907086159782e-01	  -4.3092101371221471e-02	   9.2239099999999996e-01	  -5.3182816320208409e-02	   6.1861536806364650e-02	  -5.0404343243118613e-02	   1.6486751435761321e-01	  -4.5295549336502972e-01	   3.9776700000000004e-01	  -7.8004368203844071e-02	  -7.2764737363026785e-02	  -8.4233004717718205e-02	  -1.3684384452133330e-02	   1.0240733362598251e-01	  -2.3439125463741681e-01	  -8.6929800925456865e-02	   1.5707963267948966e+00	  -1.5707963267948966e+00	  -5.1217999999999997e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   2.2613220645369581e-01	  -2.1823399730480611e-01	  -1.5707963267948966e+00	   1.5707963267948966e+00	   1.7131099999999999e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   1.3332800000000000e-01	   1.5032799999999999e-01	   8.5472000000000004e-01	   1.5781000000000000e-02	   9.9802299999999999e-01	  -3.9480000000000001e-02	   7.7050000000000000e-03	  -4.8304000000000000e-02	   1.0618992335514585e-01	   1.4214785990132117e-01	  -1.4301970646059103e-01	   1.1046640000000001e+00	   9.9318022596257355e-02	   2.3271371987833786e-02	  -7.5395655640636494e-02	   1.7700132011551512e-01	  -4.0141577738967743e-01	   3.9346500000000001e-01	  -1.1872074473692783e-01	  -8.1337570731102926e-02	  -8.4469894779018118e-02	  -1.3460522016292909e-02	   1.0463896117762539e-01	  -1.9296828436990468e-01	  -6.2967769138000979e-02	   1.5707963267948966e+00	  -1.5707963267948966e+00	  -4.7248299999999999e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   2.5011046294694034e-01	  -1.7329136412869997e-01	  -1.5707963267948966e+00	   1.5707963267948966e+00	   1.7964900000000000e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   1.6666000000000000e-01	   1.8306500000000001e-01	   8.6006400000000005e-01	   1.7349000000000000e-02	   9.9815799999999999e-01	  -4.0009000000000003e-02	   1.2604000000000001e-02	  -4.3836000000000000e-02	   7.4766927896285737e-02	   1.5353698923779685e-01	  -2.3659775594318808e-01	   1.2360120000000003e+00	   2.8675240469554375e-01	  -2.3958812226628295e-02	  -9.0034406285095431e-02	   1.7656569309420886e-01	  -3.4136460529971707e-01	   3.7628200000000001e-01	  -1.4652863462733207e-01	  -8.4691318053492975e-02	  -7.8033327806460842e-02	  -8.6104390403090540e-03	   1.0180377362115019e-01	  -1.7617560281132041e-01	  -4.0318653668921990e-02	   1.5707963267948966e+00	  -1.5707963267948966e+00	  -4.1680400000000001e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   2.5949906831987579e-01	  -1.3198115367044760e-01	  -1.5707963267948966e+00	   1.5707963267948966e+00	   2.0850500000000000e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   1.9999200000000000e-01	   2.1525900000000001e-01	   8.6514700000000000e-01	   1.8041999999999999e-02	   9.9850200000000000e-01	  -3.6759000000000000e-02	   1.0599000000000001e-02	  -3.9109999999999999e-02	   6.3573545843649520e-02	   1.5337592808930461e-01	  -3.1629429038647211e-01	   1.3198790000000000e+00	   3.2285286816496361e-01	  -6.8103475181316249e-03	  -9.0688210345547721e-02	   1.6679621944174666e-01	  -2.7983520417384689e-01	   3.4954099999999999e-01	  -1.6861359009575466e-01	  -8.3167155534376994e-02	  -6.8182932889985295e-02	  -5.0328929166518306e-03	   8.9072803126050731e-02	  -1.5551430290257900e-01	  -1.2460310675959917e-02	   1.5707963267948966e+00	  -1.5707963267948966e+00	  -3.6089700000000008e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   2.7790924460728872e-01	  -9.4455628976862424e-02	  -1.5707963267948966e+00	   1.5707963267948966e+00	   2.4976699999999999e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   2.3332400000000000e-01	   2.4705600000000000e-01	   8.6937299999999995e-01	   1.7937999999999999e-02	   9.9890299999999999e-01	  -3.2285000000000001e-02	   5.1269999999999996e-03	  -3.3535000000000002e-02	   6.3991606120282388e-02	   1.4854745774702624e-01	  -3.8268452115667939e-01	   1.3577300000000001e+00	   2.5617447594081572e-01	   2.9508644521360060e-02	  -9.3578633204048703e-02	   1.5446623948900234e-01	  -2.1410865852244387e-01	   3.1616100000000003e-01	  -1.8528231603427583e-01	  -8.3922550285926698e-02	  -5.8906344735589977e-02	  -1.1280200235557095e-04	   7.1641714124562342e-02	  -1.2290580385036448e-01	   2.1070814377631145e-02	   1.5707963267948966e+00	  -1.5707963267948966e+00	  -3.1575199999999998e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   3.1138942437404143e-01	  -5.8675170581728088e-02	  -1.5707963267948966e+00	   1.5707963267948966e+00	   3.0132700000000001e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   2.6665600000000000e-01	   2.7698000000000000e-01	   8.7229400000000001e-01	   1.7288999999999999e-02	   9.9912900000000004e-01	  -2.6876000000000001e-02	  -2.3019999999999998e-03	  -3.1833000000000000e-02	   7.2324301579744968e-02	   1.3909199093910160e-01	  -4.5082566779789529e-01	   1.3511599999999999e+00	   1.6479143770351570e-01	   7.5380716210451310e-02	  -1.0010641243997856e-01	   1.3919943559404296e-01	  -1.6085483718287194e-01	   2.8750300000000001e-01	  -2.0274278376623464e-01	  -8.0902876565709297e-02	  -4.9844807589338971e-02	   5.8093730568056876e-04	   5.6850859737661408e-02	  -7.6449682026017110e-02	   5.8911614258463127e-02	   1.5707963267948966e+00	  -1.5707963267948966e+00	  -2.8057700000000002e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   3.5574451974858512e-01	  -2.4612864124733350e-02	  -1.5707963267948966e+00	   1.5707963267948966e+00	   3.5233399999999998e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   2.9998800000000003e-01	   3.0623600000000001e-01	   8.7388999999999994e-01	   1.7173999999999998e-02	   9.9919400000000003e-01	  -2.3383999999999999e-02	  -1.0829000000000000e-02	  -3.0790999999999999e-02	   8.5933721218733786e-02	   1.3202666993164724e-01	  -5.0865980953611534e-01	   1.3006270000000000e+00	   5.0869920340702417e-02	   1.2370777247599328e-01	  -1.1099320853215498e-01	   1.2778200243159879e-01	  -1.0938312357971978e-01	   2.5926100000000002e-01	  -2.1892228659216162e-01	  -7.8882637610058801e-02	  -4.2123965554886560e-02	   2.0108338733090276e-03	   4.6150018383385748e-02	  -1.7940637021228154e-02	   9.6247754254433146e-02	   1.5707963267948966e+00	  -1.5707963267948966e+00	  -2.5161699999999998e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   4.0265279800999121e-01	   8.4637373428132975e-03	  -1.5707963267948966e+00	   1.5707963267948966e+00	   4.0291200000000005e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
